CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2020-09-13,2020,REG,1,0,12,60,1,0,0,0,0,18,24.3,9,31.0
2,2020-09-20,2020,REG,2,0,23,64,0,2,2,49,0,43,51.8,8,28.6
3,2020-09-27,2020,REG,3,0,8,43,0,2,2,9,0,23,29.5,13,50.0
4,2020-10-04,2020,REG,4,0,9,7,0,3,3,26,0,30,56.6,5,15.6
5,2020-10-12,2020,REG,5,0,11,29,0,1,1,9,0,25,35.2,15,39.5
0,1970-01-01,2020,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
6,2020-10-25,2020,REG,7,0,12,29,0,5,5,24,0,38,46.9,0,0.0
7,2020-11-01,2020,REG,8,0,7,32,0,1,1,-7,0,21,24.1,8,25.0
8,2020-11-08,2020,REG,9,0,9,28,0,5,5,31,0,43,54.4,6,20.0
9,2020-11-15,2020,REG,10,0,7,21,0,0,0,0,0,17,26.6,15,51.7
10,2020-11-22,2020,REG,11,0,4,-2,0,2,2,4,0,11,13.4,6,20.0
11,2020-11-29,2020,REG,12,0,7,35,1,0,0,0,0,19,22.9,11,40.7
12,2020-12-06,2020,REG,13,0,0,0,0,2,2,3,0,3,4.2,5,18.5
0,1970-01-01,2020,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
13,2020-12-17,2020,REG,15,0,2,8,0,0,0,0,0,5,7.6,6,21.4
0,1970-01-01,2020,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
14,2021-01-03,2020,REG,17,0,0,0,0,0,0,0,0,1,1.4,1,4.5
0,1970-01-01,2021,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2021,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2021,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2021,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
15,2021-10-10,2021,REG,5,0,2,17,0,0,0,0,0,26,34.7,1,3.1
16,2021-10-17,2021,REG,6,0,4,7,0,0,0,0,0,18,32.1,1,4.3
0,1970-01-01,2021,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2021,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
17,2021-11-07,2021,REG,9,0,3,6,0,1,1,4,0,17,24.6,0,0.0
18,2021-11-14,2021,REG,10,0,1,6,0,0,0,0,0,8,13.6,2,7.1
0,1970-01-01,2021,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
19,2021-11-28,2021,REG,12,0,1,5,0,3,2,15,0,16,22.5,0,0.0
20,2021-12-05,2021,REG,13,0,0,0,0,0,0,0,0,2,3.1,0,0.0
21,2021-12-12,2021,REG,14,0,10,33,0,1,1,5,0,19,26.8,0,0.0
22,2021-12-16,2021,REG,15,0,7,21,0,0,0,0,0,13,16.3,4,18.2
23,2021-12-26,2021,REG,16,0,5,7,0,1,1,14,0,17,27.4,0,0.0
24,2022-01-02,2021,REG,17,0,0,0,0,0,0,0,0,3,4.5,6,24.0
0,1970-01-01,2021,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
25,2022-09-11,2022,REG,1,0,4,21,0,2,2,14,0,18,26.9,16,66.7
26,2022-09-15,2022,REG,2,0,4,22,0,2,1,3,0,19,25.3,20,62.5
27,2022-09-25,2022,REG,3,0,1,-3,0,2,2,6,0,13,21.3,16,66.7
28,2022-10-02,2022,REG,4,0,4,15,0,2,0,0,0,14,20.0,18,62.1
29,2022-10-09,2022,REG,5,0,10,49,1,2,2,33,0,27,38.0,15,55.6
30,2022-10-17,2022,REG,6,0,0,0,0,0,0,0,0,2,2.2,4,13.3
0,1970-01-01,2022,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
31,2022-11-27,2022,REG,12,0,2,4,0,3,2,16,0,14,21.2,15,55.6
32,2022-12-04,2022,REG,13,0,7,30,0,1,0,0,0,32,42.7,17,56.7
33,2022-12-11,2022,REG,14,0,4,29,0,2,1,6,0,32,40.0,13,44.8
34,2022-12-18,2022,REG,15,1,10,24,1,2,1,7,0,25,35.2,10,37.0
35,2022-12-26,2022,REG,16,0,9,33,0,1,1,9,0,23,33.8,4,22.2
36,2023-01-01,2022,REG,17,0,9,45,0,2,1,1,0,23,35.9,6,24.0
37,2023-01-08,2022,REG,18,0,5,18,0,4,1,6,0,28,41.2,10,32.3
38,2023-01-14,2022,POST,19,0,7,20,0,1,1,8,0,25,35.7,10,33.3
39,2023-09-10,2023,REG,1,0,16,91,1,1,0,0,0,39,48.1,10,32.3
40,2023-09-17,2023,REG,2,1,13,39,0,1,0,0,0,54,79.4,0,0.0
41,2023-09-24,2023,REG,3,1,11,12,0,1,1,5,0,48,72.7,0,0.0
42,2023-10-01,2023,REG,4,1,17,65,0,0,0,0,0,39,60.0,0,0.0
0,1970-01-01,2023,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
43,2023-10-16,2023,REG,6,0,1,2,0,2,1,2,0,20,27.4,9,36.0
44,2023-10-22,2023,REG,7,0,7,75,1,0,0,0,0,23,36.5,11,42.3
45,2023-10-29,2023,REG,8,0,6,21,0,0,0,0,0,15,21.7,5,22.7
46,2023-11-06,2023,REG,9,0,3,18,0,1,1,4,0,20,34.5,0,0.0
47,2023-11-12,2023,REG,10,0,5,16,0,0,0,0,0,22,30.6,0,0.0
48,2023-11-19,2023,REG,11,0,6,13,0,0,0,0,0,19,29.2,1,3.8
49,2023-11-26,2023,REG,12,0,3,8,0,2,2,6,0,13,19.7,5,23.8
50,2023-12-03,2023,REG,13,0,6,16,0,3,2,9,0,26,42.6,1,4.8
51,2023-12-10,2023,REG,14,0,3,6,0,0,0,0,0,7,10.3,11,45.8
52,2023-12-14,2023,REG,15,0,5,22,0,1,1,6,0,15,23.1,10,27.0
53,2023-12-23,2023,REG,16,0,1,-2,0,0,0,0,0,8,11.4,5,16.7
54,2023-12-31,2023,REG,17,0,2,2,0,0,0,0,0,6,9.2,6,21.4
55,2024-01-07,2023,REG,18,0,2,1,0,0,0,0,0,18,21.7,4,14.8
0,1970-01-01,2024,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
56,2024-11-03,2024,REG,9,0,0,0,0,0,0,0,0,0,0.0,3,11.5
0,1970-01-01,2024,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
57,2024-11-24,2024,REG,12,0,0,0,0,0,0,0,0,2,3.0,0,0.0
0,1970-01-01,2024,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
58,2025-01-05,2024,REG,18,0,1,2,0,0,0,0,0,2,3.2,0,0.0
